movie_id,actor_id,actor_name,is_director,title,return
862,31.0,Tom Hanks,True,Toy Story,12.4518011
11860,3.0,Harrison Ford,False,Sabrina,0.0
4584,7056.0,Emma Thompson,False,Sense and Sensibility,8.181818181818182
63,287.0,Brad Pitt,False,Twelve Monkeys,5.7233898305084745
47018,7056.0,Emma Thompson,False,Carrington,0.0
807,287.0,Brad Pitt,False,Se7en,9.91854118181818
11448,1243.0,Woody Allen,True,Mighty Aphrodite,0.4466666666666666
17182,35.0,Sally Field,True,Eye for an Eye,0.0
19760,18277.0,Sandra Bullock,False,Two If by Sea,0.0
2086,85.0,Johnny Depp,True,Nick of Time,1.000732370443081
688,5064.0,Meryl Streep,False,The Bridges of Madison County,7.584025708333333
688,190.0,Clint Eastwood,True,The Bridges of Madison County,7.584025708333333
103,1038.0,Jodie Foster,True,Taxi Driver,21.74044153846154
43566,5064.0,Meryl Streep,False,Before and After,0.0
9302,4135.0,Robert Redford,True,Up Close & Personal,0.0
9737,2888.0,Will Smith,False,Bad Boys,7.442474947368421
10474,6193.0,Leonardo DiCaprio,False,The Basketball Diaries,0.0
568,31.0,Tom Hanks,True,Apollo 13,6.831498711538462
11780,4431.0,Jessica Lange,False,Rob Roy,1.1284611071428572
8839,190.0,Clint Eastwood,True,Casper,5.75856388
8963,5292.0,Denzel Washington,True,Crimson Tide,2.969569716981132
8512,5292.0,Denzel Washington,True,Devil in a Blue Dress,0.5978082222222222
9886,6384.0,Keanu Reeves,True,Johnny Mnemonic,0.7630288
1642,18277.0,Sandra Bullock,False,The Net,5.028543863636363
36834,6193.0,Leonardo DiCaprio,False,Total Eclipse,0.0
9560,6384.0,Keanu Reeves,True,A Walk in the Clouds,2.50062535
1909,85.0,Johnny Depp,True,Don Juan DeMarco,0.888
522,85.0,Johnny Depp,True,Ed Wood,0.3270809444444444
628,287.0,Brad Pitt,False,Interview with the Vampire,3.7277434666666656
628,500.0,Tom Cruise,False,Interview with the Vampire,3.7277434666666656
6280,7056.0,Emma Thompson,False,Junior,0.6166666666666667
11,3.0,Harrison Ford,False,Star Wars,70.49072790909091
4476,287.0,Brad Pitt,False,Legends of the Fall,5.354629433333334
28313,4431.0,Jessica Lange,False,Losing Isaiah,0.4472803529411764
1945,1038.0,Jodie Foster,True,Nell,3.441413451612904
12106,6193.0,Leonardo DiCaprio,False,The Quick and the Dead,0.579764375
1587,85.0,Johnny Depp,True,What's Eating Gilbert Grape,0.9120695454545454
1587,6193.0,Leonardo DiCaprio,False,What's Eating Gilbert Grape,0.9120695454545454
9271,5292.0,Denzel Washington,True,Virtuosity,0.8016
2064,18277.0,Sandra Bullock,False,While You Were Sleeping,10.709236235294116
9331,3.0,Harrison Ford,False,Clear and Present Danger,3.482059951612903
13,31.0,Tom Hanks,True,Forrest Gump,12.326279981818182
13,35.0,Sally Field,True,Forrest Gump,12.326279981818182
1689,6384.0,Keanu Reeves,True,Little Buddha,0.1388039714285714
9359,1038.0,Jodie Foster,True,Maverick,0.0
8987,5064.0,Meryl Streep,False,The River Wild,0.0
1637,6384.0,Keanu Reeves,True,Speed,11.681604833333331
1637,18277.0,Sandra Bullock,False,Speed,11.681604833333331
57834,4431.0,Jessica Lange,False,Blue Sky,0.0
9739,18277.0,Sandra Bullock,False,Demolition Man,2.7904520701754385
34444,6384.0,Keanu Reeves,True,Even Cowgirls Get the Blues,0.0
50463,287.0,Brad Pitt,False,The Favor,0.0
37233,500.0,Tom Cruise,False,The Firm,6.434484928571429
5503,3.0,Harrison Ford,False,The Fugitive,8.38354
2259,5064.0,Meryl Streep,False,The House of the Spirits,0.0
9386,190.0,Clint Eastwood,True,In the Line of Fire,4.4249292
